"pwsid","gw_sw_code","primary_source_code","first_reported_date","years_operating","owner_type","primacy_type","is_grant_eligible_ind","is_wholesaler_ind","is_school_or_daycare_ind","source_water_protection_code","phone_number","lead_and_copper_rule_healthbased_5yr","radionuclides_and_revised_rad_rule_healthbased_5yr","groundwater_rule_healthbased_5yr","surface_water_treatment_rules_healthbased_5yr","total_coliform_rules_healthbased_5yr","inorganic_chemicals_healthbased_5yr","stage_1_disinfectants_and_byproducts_rule_healthbased_5yr","stage_2_disinfectants_and_byproducts_rule_healthbased_5yr","synthetic_organic_chemicals_healthbased_5yr","volatile_organic_chemicals_healthbased_5yr","health_viols_5yr","paperwork_viols_5yr","total_viols_5yr","lead_and_copper_rule_healthbased_10yr","radionuclides_and_revised_rad_rule_healthbased_10yr","groundwater_rule_healthbased_10yr","surface_water_treatment_rules_healthbased_10yr","total_coliform_rules_healthbased_10yr","inorganic_chemicals_healthbased_10yr","stage_1_disinfectants_and_byproducts_rule_healthbased_10yr","stage_2_disinfectants_and_byproducts_rule_healthbased_10yr","synthetic_organic_chemicals_healthbased_10yr","volatile_organic_chemicals_healthbased_10yr","health_viols_10yr","paperwork_viols_10yr","total_viols_10yr","violations_all_years","open_health_viol"
"VT0005617","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 933-2030",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,19,"No"
"VT0005618","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(802) 422-9501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,30,"No"
"VT0005619","Groundwater","GW","1985-01-31",41,"Private","State","Yes","No","No","No","(702) 770-4022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,"No"
"VT0005621","Surface Water","SWP","1985-05-13",41,"Private","State","Yes","No","No","No","(802) 828-6904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"No"
"VT0005623","Groundwater","GW","1985-10-24",41,"Private","State","Yes","No","No","No","(802) 464-5749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,"No"
"VT0005626","Groundwater","GW","1985-12-10",41,"Private","State","Yes","No","No","No","(802) 770-4022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,"No"
"VT0005628","Groundwater","GW","1985-12-10",41,"Private","State","No","No","No","No","(702) 550-3808",0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,6,47,"No"
"VT0005629","Groundwater","GW","1985-12-10",41,"Private","State","Yes","No","No","No","(603) 488-2141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,"No"
"VT0005630","Groundwater","GW","1986-06-13",40,"Private","State","Yes","No","No","No","(203) 943-8166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,"No"
"VT0005631","Groundwater","GW","1986-06-13",40,"Private","State","Yes","No","No","No","(802) 347-7303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,"No"
"VT0005632","Groundwater","GW","1986-06-13",40,"Private","State","Yes","No","No","No","(802) 431-7176",0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,22,22,25,"No"
"VT0005633","Groundwater","GW","1987-03-24",39,"Private","State","Yes","No","No","No","(802) 297-1637",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,114,"No"
"VT0005635","Groundwater","GW","1986-06-13",40,"Private","State","Yes","No","No","No","(802) 228-4934",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,6,30,"No"
"VT0005636","Groundwater","GW","1986-06-13",40,"Private","State","Yes","No","No","No","(203) 943-8166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,58,"No"
"VT0005637","Groundwater","GW","1987-01-16",39,"Private","State","Yes","No","No","No","(802) 775-3139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,"No"
"VT0005638","Groundwater","GW","1987-03-24",39,"Local","State","Yes","No","No","No","(802) 685-7801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,"No"
"VT0005640","Groundwater","GW","1987-09-19",39,"Private","State","Yes","No","No","No","(802) 863-6940",0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,2,4,6,109,"No"
"VT0005645","Groundwater","GW","1990-03-15",36,"Private","State","Yes","No","No","No","(802) 733-3637",1,0,0,0,0,0,0,0,0,0,1,6,7,1,0,0,0,0,0,0,0,0,0,1,7,8,15,"Yes"
"VT0005646","Groundwater","GW","1990-03-15",36,"Private","State","Yes","No","No","No","(802) 236-6949",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,16,"No"
"VT0005647","Groundwater","GW","1990-03-15",36,"Private","State","Yes","No","No","No","(802) 236-5273",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,39,39,99,"No"
"VT0005649","Groundwater","GW","1990-03-15",36,"Local","State","Yes","No","No","No","(802) 464-0460",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,"No"
"VT0005650","Groundwater","GW","1993-08-04",33,"Private","State","Yes","No","No","No","(978) 764-5181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,"No"
"VT0005652","Surface Water","SWP","1990-03-15",36,"Private","State","Yes","No","No","No","(315) 778-3148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,"No"
"VT0005654","Groundwater","GW","1990-03-15",36,"Private","State","Yes","No","No","No","(518) 929-4566",0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,23,23,38,"No"
"VT0005655","Groundwater","GW","1990-03-15",36,"Private","State","Yes","No","No","No","(203) 733-7724",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,89,"No"
"VT0005657","Groundwater","GW","1992-02-11",34,"Private","State","Yes","No","No","No","(802) 583-6340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45,"No"
"VT0006624","Groundwater","GW","1982-01-29",44,"Private","State","Yes","No","Yes","No","(802) 387-6231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,"No"
"VT0008300","Surface Water","SWP","1987-01-16",39,"Private","State","Yes","No","No","No","(802) 371-4162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,74,"No"
"VT0020002","Groundwater","GW","1990-03-15",36,"Private","State","Yes","No","No","No","(802) 578-9176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,"No"
"VT0020003","Groundwater","GW","1990-03-15",36,"Private","State","Yes","No","No","No","(802) 464-5749",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,32,"Yes"
"VT0020031","Groundwater","GW","1990-09-11",36,"Private","State","Yes","No","No","No","(802) 254-6041",0,5,0,0,0,0,0,0,0,0,5,4,9,0,5,0,0,0,0,0,0,0,0,5,5,10,40,"No"
"VT0020080","Surface Water","SW","1993-06-22",33,"Local","State","Yes","No","No","No","(802) 372-8700",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,6,60,66,84,"No"
"VT0020091","Groundwater","GW","1991-06-11",35,"Private","State","Yes","No","No","No","(732) 570-5899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"No"
"VT0020092","Groundwater","GW","1991-06-11",35,"Private","State","Yes","No","No","No","(802) 860-2200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,41,"No"
"VT0020098","Groundwater","GW","1990-11-19",36,"Private","State","Yes","No","No","No","(802) 999-7598",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,28,"No"
"VT0020100","Groundwater","GW","1991-06-11",35,"Private","State","Yes","No","No","No","(802) 464-5749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,"No"
"VT0020135","Groundwater","GW","1991-02-13",35,"Private","State","Yes","No","No","No","(802) 496-4760",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,14,71,"No"
"VT0020151","Groundwater","GW","1991-06-11",35,"Private","State","Yes","No","No","No","No Information",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,4,85,"No"
"VT0020153","Groundwater","GWP","1991-06-11",35,"Private","State","Yes","No","No","No","(732) 208-0124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"No"
"VT0020184","Surface Water","SWP","1993-06-22",33,"Private","State","Yes","No","No","No","(802) 440-4586",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,11,"No"
"VT0020308","Groundwater","GW","1993-06-22",33,"Private","State","Yes","No","No","No","(802) 291-7000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,90,"No"
"VT0020333","Surface Water","SWP","1993-06-22",33,"Local","State","Yes","No","No","No","(802) 864-7454",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,"No"
"VT0020415","Groundwater","GW","1993-06-22",33,"Local","State","Yes","No","No","No","(802) 827-6564",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,21,"No"
"VT0020439","Groundwater","GW","1994-03-04",32,"Private","State","Yes","No","No","No","(802) 272-8282",0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,22,22,32,"No"
"VT0020449","Surface Water","SWP","1994-05-20",32,"Private","State","Yes","No","No","No","(802) 264-5158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,"No"
"VT0020455","Surface Water","SWP","1994-08-02",32,"Private","State","Yes","No","No","No","(802) 828-6904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No"
"VT0020456","Groundwater","GW","1994-08-02",32,"Private","State","Yes","No","No","No","(203) 943-8166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,"No"
"VT0020466","Surface Water","SWP","1995-02-23",31,"Private","State","Yes","No","No","No","(413) 665-1271",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,8,"No"
"VT0020471","Groundwater","GWP","1995-08-20",31,"Private","State","Yes","No","No","No","(802) 828-6904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No"
"VT0020508","Groundwater","GW","1996-05-20",30,"Private","State","Yes","No","No","No","(802) 558-4227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,"No"
"VT0020551","Surface Water","SWP","1996-08-07",30,"State","State","Yes","No","No","No","(802) 828-3022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No"
"VT0020552","Groundwater","GWP","1996-08-07",30,"Private","State","Yes","No","No","No","(603) 622-7000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No"
"VT0020562","Surface Water","SW","1996-11-20",30,"Local","State","Yes","No","No","No","(802) 378-5163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,"No"
"VT0020568","Groundwater","GW","1997-06-11",29,"Local","State","Yes","No","No","No","(819) 876-7181",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,9,9,11,"No"
"VT0020603","Surface Water","SWP","1998-05-13",28,"Private","State","Yes","No","No","No","(802) 257-4877",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,4,14,"No"
"VT0020605","Surface Water","SWP","1998-05-13",28,"Private","State","Yes","No","No","No","(802) 257-4877",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,10,"No"
"VT0020614","Surface Water","SW","1998-02-25",28,"Local","State","Yes","No","No","No","(802) 372-8515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"No"
"VT0020618","Groundwater","GW","1998-02-25",28,"Private","State","Yes","No","No","No","(603) 641-2163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,"No"
"VT0020722","Surface Water","SWP","1998-11-04",28,"Private","State","Yes","No","No","No","(802) 828-6904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"No"
"VT0020734","Groundwater","GW","1999-05-18",27,"Local","State","Yes","No","No","No","(802) 379-1711",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26,26,98,"No"
"VT0020737","Surface Water","SWP","1999-02-20",27,"Private","State","Yes","No","No","No","(802) 357-4453",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,10,"No"
"VT0020744","Surface Water","SWP","1999-05-18",27,"State","State","Yes","No","No","No","(802) 828-3022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No"
"VT0020760","Surface Water","SWP","1999-11-11",27,"Private","State","Yes","No","No","No","(802) 379-1837",0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,43,43,125,"No"
"VT0020775","Surface Water","SWP","2000-05-19",26,"Private","State","Yes","No","No","No","(802) 442-8139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,"No"
"VT0020790","Groundwater","GW","2000-08-10",26,"Private","State","Yes","No","No","No","(860) 778-9904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,199,"No"
"VT0020791","Surface Water","SWP","2000-08-10",26,"Local","State","No","No","No","No","(802) 442-8818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,29,"No"
"VT0020801","Surface Water","SWP","2000-08-10",26,"Private","State","Yes","No","No","No","(860) 402-2344",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,10,35,"No"
"VT0020847","Groundwater","GW","2003-01-18",23,"Private","State","Yes","No","No","No","(831) 750-7115",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,19,"No"
"VT0020855","Groundwater","GW","2001-11-08",25,"Private","State","Yes","No","No","No","(802) 242-0575",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,34,35,54,"Yes"
"VT0020867","Surface Water","SWP","2002-05-23",24,"Private","State","Yes","No","No","No","(802) 355-8250",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,11,"No"
"VT0020885","Surface Water","SWP","2003-01-18",23,"Local","State","Yes","No","No","No","(802) 775-3196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,"No"
"VT0020889","Groundwater","GWP","2003-02-28",23,"Local","State","Yes","No","No","No","(802) 278-8013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,"No"
"VT0020917","Groundwater","GW","2004-02-18",22,"Private","State","Yes","No","No","No","(802) 228-1114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
"VT0020934","Groundwater","GW","2004-08-07",22,"Local","State","Yes","No","No","No","(802) 387-5862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,"No"
"VT0020962","Groundwater","GW","2006-08-14",20,"Private","State","Yes","No","No","No","(603) 209-4875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,"No"
"VT0020986","Groundwater","GW","2009-02-11",17,"Private","State","Yes","No","No","No","(603) 305-4381",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,34,"No"
"VT0020990","Groundwater","GW","2006-08-14",20,"Private","State","Yes","No","No","No","(802) 367-5245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,"No"
"VT0020997","Groundwater","GW","2013-02-20",13,"Local","State","Yes","No","No","No","(802) 496-2218",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,"No"
"VT0021005","Groundwater","GW","2024-05-20",2,"Private","State","Yes","No","No","No","(203) 943-8166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No"
"VT0021015","Groundwater","GW","2009-02-11",17,"Private","State","Yes","No","No","No","(802) 503-2699",0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,21,21,28,"No"
"VT0021020","Groundwater","GW","2007-11-16",19,"Private","State","Yes","No","No","No","(802) 613-3614",0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,45,45,85,"No"
"VT0021023","Groundwater","GW","2006-08-14",20,"Private","State","Yes","No","No","No","(617) 308-7485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"No"
"VT0021029","Groundwater","GW","2007-11-16",19,"Private","State","Yes","No","No","No","(603) 305-4381",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,13,"No"
"VT0021035","Groundwater","GW","2018-05-23",8,"Private","State","Yes","No","No","No","(802) 464-5749",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"No"
"VT0021051","Surface Water","SWP","2006-05-17",20,"Private","State","Yes","No","No","No","(802) 775-2103",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8,0,0,8,10,18,47,"No"
"VT0021053","Surface Water","SWP","2006-05-17",20,"Private","State","Yes","No","No","No","(802) 775-3300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,33,"No"
"VT0021057","Groundwater","GW","2009-11-09",17,"Private","State","Yes","No","No","No","(802) 464-5749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,"No"
"VT0021071","Surface Water","SWP","2006-08-14",20,"Private","State","Yes","No","No","No","(401) 765-7300",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,18,"No"
"VT0021121","Groundwater","GW","2010-02-12",16,"Private","State","Yes","No","No","No","(802) 279-5332",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,7,12,"No"
"VT0021199","Groundwater","GW","2008-11-21",18,"Private","State","Yes","No","No","No","(802) 253-4120",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,28,"No"
"VT0021202","Groundwater","GW","2016-03-04",10,"Local","State","Yes","No","No","No","(802) 793-9158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"VT0021207","Groundwater","GW","2008-11-21",18,"Private","State","Yes","No","No","No","(802) 770-4022",2,0,0,0,0,0,0,0,0,0,2,0,2,2,9,0,0,0,0,0,0,0,0,11,26,37,45,"No"
"VT0021208","Groundwater","GW","2008-11-21",18,"Private","State","Yes","No","No","No","(802) 422-2300",0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,29,29,55,"No"
"VT0021254","Groundwater","GW","2009-08-12",17,"Private","State","Yes","No","No","No","(802) 297-4171",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,1,3,13,"No"
"VT0021272","Groundwater","GW","2017-02-21",9,"Private","State","Yes","No","No","No","(860) 632-3500",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"No"
"VT0021384","Groundwater","GW","2014-08-08",12,"Private","State","Yes","No","No","No Information","(702) 550-3808",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,15,15,15,"No"
"VT0021515","Groundwater","GWP","2016-05-25",10,"Private","State","Yes","No","No","No Information","(802) 229-1236",0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,0,0,1,61,62,64,"No"
"VT0021748","Groundwater","GW","2024-11-12",2,"Private","State","Yes","No","No","No Information","(802) 463-3300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No"
"VT0021767","Groundwater","GW","2023-05-15",3,"Private","State","Yes","No","No","No Information","(802) 296-1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"No"
